REF_DATE,GEO,DGUID,Demographic characteristics,Household food security status,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,Manitoba,2021A000246,Other visible minority,Food secure,Number of persons,Number,223,units,0,v1529614604,10.26.1.1,16900,E,,,0
2021,Manitoba,2021A000246,Other visible minority,Food secure,Percentage of persons,Percent,239,units,0,v1529614605,10.26.1.2,78.2,D,,,1
2021,Manitoba,2021A000246,Other visible minority,Food insecure,Number of persons,Number,223,units,0,v1529614614,10.26.6.1,,F,,,0
2021,Manitoba,2021A000246,Other visible minority,Food insecure,Percentage of persons,Percent,239,units,0,v1529614615,10.26.6.2,,F,,,1
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614606,10.26.2.1,,F,,,0
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614607,10.26.2.2,,F,,,1
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614608,10.26.3.1,,F,,,0
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614609,10.26.3.2,,F,,,1
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614610,10.26.4.1,,F,,,0
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614611,10.26.4.2,,F,,,1
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614612,10.26.5.1,,F,,,0
2021,Manitoba,2021A000246,Other visible minority,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614613,10.26.5.2,,F,,,1
2021,Manitoba,2021A000246,Not a visible minority,Food secure,Number of persons,Number,223,units,0,v1529614616,10.27.1.1,791100,B,,,0
2021,Manitoba,2021A000246,Not a visible minority,Food secure,Percentage of persons,Percent,239,units,0,v1529614617,10.27.1.2,82.1,A,,,1
2021,Manitoba,2021A000246,Not a visible minority,Food insecure,Number of persons,Number,223,units,0,v1529614626,10.27.6.1,172300,C,,,0
2021,Manitoba,2021A000246,Not a visible minority,Food insecure,Percentage of persons,Percent,239,units,0,v1529614627,10.27.6.2,17.9,C,,,1
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614618,10.27.2.1,51200,D,,,0
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614619,10.27.2.2,5.3,D,,,1
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614620,10.27.3.1,121200,D,,,0
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614621,10.27.3.2,12.6,D,,,1
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614622,10.27.4.1,81100,D,,,0
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614623,10.27.4.2,8.4,D,,,1
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614624,10.27.5.1,40000,D,,,0
2021,Manitoba,2021A000246,Not a visible minority,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614625,10.27.5.2,4.2,D,,,1
2021,Manitoba,2021A000246,Indigenous population,Food secure,Number of persons,Number,223,units,0,v1529614628,10.28.1.1,88900,D,,,0
2021,Manitoba,2021A000246,Indigenous population,Food secure,Percentage of persons,Percent,239,units,0,v1529614629,10.28.1.2,67.3,C,,,1
2021,Manitoba,2021A000246,Indigenous population,Food insecure,Number of persons,Number,223,units,0,v1529614638,10.28.6.1,43300,D,,,0
2021,Manitoba,2021A000246,Indigenous population,Food insecure,Percentage of persons,Percent,239,units,0,v1529614639,10.28.6.2,32.7,D,,,1
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614630,10.28.2.1,11600,E,,,0
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614631,10.28.2.2,8.8,E,,,1
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614632,10.28.3.1,31600,E,,,0
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614633,10.28.3.2,23.9,D,,,1
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614634,10.28.4.1,17500,E,,,0
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614635,10.28.4.2,13.3,E,,,1
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614636,10.28.5.1,,F,,,0
2021,Manitoba,2021A000246,Indigenous population,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614637,10.28.5.2,10.7,E,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,Food secure,Number of persons,Number,223,units,0,v1529614640,10.29.1.1,962400,A,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,Food secure,Percentage of persons,Percent,239,units,0,v1529614641,10.29.1.2,82.1,A,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,Food insecure,Number of persons,Number,223,units,0,v1529614650,10.29.6.1,209200,C,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,Food insecure,Percentage of persons,Percent,239,units,0,v1529614651,10.29.6.2,17.9,C,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614642,10.29.2.1,65900,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614643,10.29.2.2,5.6,D,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614644,10.29.3.1,143300,C,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614645,10.29.3.2,12.2,C,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614646,10.29.4.1,101300,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614647,10.29.4.2,8.6,D,,,1
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614648,10.29.5.1,42000,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614649,10.29.5.2,3.6,D,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,Food secure,Number of persons,Number,223,units,0,v1529614652,10.30.1.1,702100,B,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,Food secure,Percentage of persons,Percent,239,units,0,v1529614653,10.30.1.2,84.5,A,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,Food insecure,Number of persons,Number,223,units,0,v1529614662,10.30.6.1,129100,D,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,Food insecure,Percentage of persons,Percent,239,units,0,v1529614663,10.30.6.2,15.5,D,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614654,10.30.2.1,39500,E,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614655,10.30.2.2,4.8,E,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614656,10.30.3.1,89500,D,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614657,10.30.3.2,10.8,D,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614658,10.30.4.1,63600,D,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614659,10.30.4.2,7.7,D,,,1
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614660,10.30.5.1,25900,D,,,0
2021,Manitoba,2021A000246,Not a visible minority nor Indigenous,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614661,10.30.5.2,3.1,D,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614664,10.31.1.1,867500,A,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614665,10.31.1.2,82.2,A,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614674,10.31.6.1,188000,C,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614675,10.31.6.2,17.8,C,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614666,10.31.2.1,55400,D,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614667,10.31.2.2,5.2,D,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614668,10.31.3.1,132700,C,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614669,10.31.3.2,12.6,C,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614670,10.31.4.1,90000,D,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614671,10.31.4.2,8.5,D,,,1
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614672,10.31.5.1,42700,D,,,0
2021,Manitoba,2021A000246,All persons aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614673,10.31.5.2,4,D,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614676,10.32.1.1,72200,D,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614677,10.32.1.2,70.2,C,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614686,10.32.6.1,30700,D,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614687,10.32.6.2,29.8,D,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614678,10.32.2.1,8300,E,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614679,10.32.2.2,8,E,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614680,10.32.3.1,22400,E,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614681,10.32.3.2,21.8,D,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614682,10.32.4.1,13100,E,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614683,10.32.4.2,12.7,E,,,1
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614684,10.32.5.1,9300,E,,,0
2021,Manitoba,2021A000246,Indigenous population aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614685,10.32.5.2,9.1,E,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614688,10.33.1.1,17100,D,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614689,10.33.1.2,56.8,D,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614698,10.33.6.1,13000,E,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614699,10.33.6.2,43.2,D,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614690,10.33.2.1,,F,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614691,10.33.2.2,11.6,E,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614692,10.33.3.1,9500,E,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614693,10.33.3.2,31.6,E,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614694,10.33.4.1,5700,E,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614695,10.33.4.2,18.9,E,,,1
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614696,10.33.5.1,,F,,,0
2021,Manitoba,2021A000246,First Nations aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614697,10.33.5.2,,F,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614700,10.34.1.1,54600,D,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614701,10.34.1.2,76.6,C,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614710,10.34.6.1,16700,D,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614711,10.34.6.2,23.4,D,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614702,10.34.2.1,,F,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614703,10.34.2.2,,F,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614704,10.34.3.1,12300,E,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614705,10.34.3.2,17.2,E,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614706,10.34.4.1,7400,E,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614707,10.34.4.2,10.4,E,,,1
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614708,10.34.5.1,,F,,,0
2021,Manitoba,2021A000246,Métis aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614709,10.34.5.2,6.9,E,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1824131673,10.40.1.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1824131674,10.40.1.2,,F,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1824131683,10.40.6.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1824131684,10.40.6.2,,F,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1824131675,10.40.2.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1824131676,10.40.2.2,,F,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1824131677,10.40.3.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1824131678,10.40.3.2,,F,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1824131679,10.40.4.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1824131680,10.40.4.2,,F,,,1
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1824131681,10.40.5.1,,F,,,0
2021,Manitoba,2021A000246,Inuit aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1824131682,10.40.5.2,,F,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614712,10.35.1.1,795200,A,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614713,10.35.1.2,83.5,A,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614722,10.35.6.1,157300,C,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614723,10.35.6.2,16.5,C,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614714,10.35.2.1,47100,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614715,10.35.2.2,4.9,D,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614716,10.35.3.1,110200,C,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614717,10.35.3.2,11.6,C,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614718,10.35.4.1,76900,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614719,10.35.4.2,8.1,D,,,1
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614720,10.35.5.1,33300,D,,,0
2021,Manitoba,2021A000246,Non-Indigenous population aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614721,10.35.5.2,3.5,D,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614724,10.36.1.1,202000,C,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614725,10.36.1.2,79.2,B,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614734,10.36.6.1,52900,D,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614735,10.36.6.2,20.8,D,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614726,10.36.2.1,18200,E,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614727,10.36.2.2,7.1,E,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614728,10.36.3.1,34700,D,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614729,10.36.3.2,13.6,D,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614730,10.36.4.1,26300,E,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614731,10.36.4.2,10.3,D,,,1
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614732,10.36.5.1,,F,,,0
2021,Manitoba,2021A000246,Immigrants aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614733,10.36.5.2,,F,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614736,10.37.1.1,87200,D,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614737,10.37.1.2,74.8,C,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614746,10.37.6.1,29400,E,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614747,10.37.6.2,25.2,D,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614738,10.37.2.1,10600,E,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614739,10.37.2.2,9.1,E,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614740,10.37.3.1,18800,E,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614741,10.37.3.2,16.1,E,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614742,10.37.4.1,12500,E,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614743,10.37.4.2,10.7,E,,,1
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614744,10.37.5.1,,F,,,0
2021,Manitoba,2021A000246,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614745,10.37.5.2,,F,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,Number of persons,Number,223,units,0,v1529614748,10.38.1.1,52000,D,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,Percentage of persons,Percent,239,units,0,v1529614749,10.38.1.2,77.6,C,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,Food insecure,Number of persons,Number,223,units,0,v1529614758,10.38.6.1,15000,E,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,Food insecure,Percentage of persons,Percent,239,units,0,v1529614759,10.38.6.2,22.4,E,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614750,10.38.2.1,,F,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614751,10.38.2.2,,F,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614752,10.38.3.1,9900,E,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614753,10.38.3.2,14.8,E,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614754,10.38.4.1,7600,E,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614755,10.38.4.2,11.4,E,,,1
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, severe",Number of persons,Number,223,units,0,v1529614756,10.38.5.1,,F,,,0
2021,Manitoba,2021A000246,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, severe",Percentage of persons,Percent,239,units,0,v1529614757,10.38.5.2,,F,,,1
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,Food secure,Number of persons,Number,223,units,0,v1529614760,10.39.1.1,633400,A,,,0
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,Food secure,Percentage of persons,Percent,239,units,0,v1529614761,10.39.1.2,83,A,,,1
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,Food insecure,Number of persons,Number,223,units,0,v1529614770,10.39.6.1,129300,C,,,0
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,Food insecure,Percentage of persons,Percent,239,units,0,v1529614771,10.39.6.2,17,C,,,1
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, marginal",Number of persons,Number,223,units,0,v1529614762,10.39.2.1,35200,D,,,0
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, marginal",Percentage of persons,Percent,239,units,0,v1529614763,10.39.2.2,4.6,D,,,1
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, moderate or severe",Number of persons,Number,223,units,0,v1529614764,10.39.3.1,94100,D,,,0
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, moderate or severe",Percentage of persons,Percent,239,units,0,v1529614765,10.39.3.2,12.3,C,,,1
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, moderate",Number of persons,Number,223,units,0,v1529614766,10.39.4.1,60700,D,,,0
2021,Manitoba,2021A000246,Persons aged 15 years and over born in Canada,"Food insecure, moderate",Percentage of persons,Percent,239,units,0,v1529614767,10.39.4.2,8,D,,,1
